Model Name,Type,Processor Brand,Processor Name,Processor Generation,RAM,RAM Type,Storage Type,Storage Capacity,Graphic Processor,Screen Size,Screen Resolution,Screen Type,Weight,Dimensions,USB Port,HDMI Port,Wireless LAN,Bluetooth,Battery Cell,Battery Backup,Web Camera,Backlit Keyboard,Warranty Summary,Laptop Name,Rating,Rating/Review Count,Final price,MRP,Discount,Product URL
E1504FA-NJ321WS,Thin and Light Laptop,AMD,Ryzen 3 Quad Core,N/A,8 GB,LPDDR5,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) 16:9 aspect ratio, LED Backlit LCD, Anti-glare display, 250nits Brightness, TUV Rheinland-certified, 84 % Screen-to-body ratio",1.63 Kg,N/A,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",1 x HDMI 1.4,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,3 cell,N/A,720p HD camera With privacy shutter,No,1 Year Onsite Warranty,"ASUS Vivobook Go 15 AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ321WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.63 Kg, With MS Office)",4.2,"4,611 Ratings & 448 Reviews","29,990","50,990",41% off,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-nj321ws-thin-light-laptop/p/itmf2da9c7085e1b?pid=COMGNRNUUGYRB96A&lid=LSTCOMGNRNUUGYRB96ALHMXAV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_21&otracker=browse&iid=en_snPhhyUI7FpWOvpmxfjq0-uKIwHHk6iq1Jk9v0CEHbwQWcxyf_1fJPrrSgsd59RyDMklv5NDwOfTf9K2r2N_KE4IsYyWu-Pj9cxFjFAoaLk%3D&ssid=nawdf1pj8w0000001741522244254
E1504FA-NJ5541WS,Thin and Light Laptop,AMD,Ryzen 5 Quad Core,N/A,16 GB,LPDDR5,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD, 16:9 aspect ratio	, 45% NTSC color gamut, Anti-glare display, 250nits",1.63 Kg,360 x 232 x 179 mm,"1x USB 2.0 Type-A (data speed up to 480Mbps), 1x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps), 1x USB 3.2 Gen 1 Type-C (data speed up to 5Gbps)",1x HDMI 1.4,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.3,"42WHrs, 3S1P, 3-cell Li-ion",N/A,720p HD camera With privacy shutter,Yes,1 Year Carry-in Warranty,"ASUS Vivobook Go 15 AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) E1504FA-NJ5541WS Thin and Light Laptop  (15.6 inch, Cool Silver, 1.63 Kg, With MS Office)",4.2,"2,274 Ratings & 152 Reviews","41,990","55,990",25% off,https://www.flipkart.com/asus-vivobook-go-15-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-e1504fa-nj5541ws-thin-light-laptop/p/itm11c1635cd5848?pid=COMH8VXVGEPMSHGC&lid=LSTCOMH8VXVGEPMSHGCHIG3FV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_22&otracker=browse&iid=en_snPhhyUI7FpWOvpmxfjq0-uKIwHHk6iq1Jk9v0CEHbz_fNU42FAMHauT2EkneS-n3XdT3jIvfILfx_p7cgkPb4QEIsITtCzc4bHaOMTqL08%3D&ssid=nawdf1pj8w0000001741522244254
PHN16-72,Gaming Laptop,Intel,Core i7,14th Gen,16 GB,DDR5,SSD,N/A,NVIDIA GeForce RTX 4050,40.64 cm (16 Inch),1920 x 1200 Pixel,"WUXGA, IPS (In-Plane Switching) technology, high-brightness (400 nits) Acer ComfyView LED-backlit TFT LCD, supporting 165 Hz, Grey to Grey 3 ms by Overdrive, Nvidia Advanced Optimus capable, 16:10 aspect ratio, sRGB 100%, Wide viewing angle up to 170 degrees, Ultra-slim design, Mercury free, environment friendly",2.8 Kg,357.78 x 278.63 x 25.95 mm,"1 x USB 3.2 Gen1 Port, 1 x USB 3.2 Gen2 Port, 1x USB 3.2 Gen 2 Port with power-off charging, Two USB Type-C Port (Thunderbolt 4)",1 x HDMI 2.1 Port,Killer Wireless Wi-Fi 6E 1675i,v5.3,N/A,N/A,UFC with Narrow USB HD camera compatible with windows with Blue Glass lens with 1280 x 720 resolution and 720p HD video at 30 fps with Temporal Noise Reduction with Dual Mic,N/A,1 Year Carry-in Warranty,"Acer Predator Helios Neo 16 Intel Core i7 14th Gen 14700HX - (16 GB/1 TB SSD/Windows 11 Home/6 GB Graphics/NVIDIA GeForce RTX 4050) PHN16-72-77GZ Gaming Laptop  (16 Inch, Abyssal Black, 2.8 Kg)",4.3,49 Ratings & 7 Reviews,"1,19,990","1,42,999",16% off,https://www.flipkart.com/acer-predator-helios-neo-16-intel-core-i7-14th-gen-14700hx-16-gb-1-tb-ssd-windows-11-home-6-gb-graphics-nvidia-geforce-rtx-4050-phn16-72-77gz-gaming-laptop/p/itm34f68c296ce65?pid=COMGZKFB3ZTQGRT4&lid=LSTCOMGZKFB3ZTQGRT4YMVGPV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_23&otracker=browse&iid=382e13d3-74ed-46b1-a38f-30bc4cf62d7c.COMGZKFB3ZTQGRT4.SEARCH&ssid=nawdf1pj8w0000001741522244254
Cyborg 15 A12UCX-264IN,Gaming Laptop,Intel,Core i5,12th Gen,16 GB,DDR5,SSD,N/A,NVIDIA GeForce RTX 2050,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 144Hz 45%NTSC IPS-Level",1.98 Kg,359.36 x 250.34 x 22.9 mm,"1 x Type-C (USB3.2 Gen1 / DP), 2 x Type-A USB3.2 Gen1",1x HDMI 2.1 (4K @ 60Hz),Intel Wi-Fi 6E AX211,v5.3,3 cell,N/A,HD type (30fps@720p),N/A,2 Year Onsite Warranty,"MSI Cyborg 15 Intel Core i5 12th Gen 12450H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) Cyborg 15 A12UCX-264IN Gaming Laptop  (15.6 Inch, Translucent Black, 1.98 Kg)",4.6,99 Ratings & 12 Reviews,"56,990","89,990",36% off,https://www.flipkart.com/msi-cyborg-15-intel-core-i5-12th-gen-12450h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-a12ucx-264in-gaming-laptop/p/itme528726b3eb8b?pid=COMGZW35W3DSJADN&lid=LSTCOMGZW35W3DSJADNKVPOMQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_1_24&otracker=browse&iid=382e13d3-74ed-46b1-a38f-30bc4cf62d7c.COMGZW35W3DSJADN.SEARCH&ssid=nawdf1pj8w0000001741522244254
V15,Thin and Light Laptop,AMD,Ryzen 3 Quad Core,7th Gen,8 GB,DDR5,SSD,N/A,AMD Radeon 610M,39.62 cm (15.6 inch),1920 x 1080 pixel,Full HD Anti-glare IPS Display,1.65 kg,53.5 x 33.1 x 7.2 cm,"1 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 1 (Always On), 2 x USB-C 3.2 Gen 2 (support data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1 x HDMI 1.4b,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v5.2,3 Cell,Upto 7.5 Hours,"HD 720p, with privacy shutter, fixed focus",No,1 year Onsite Warrenty,"Lenovo V15 AMD Ryzen 3 Quad Core 7th Gen 7320U - (8 GB/512 GB SSD/Windows 11 Home/1 GB Graphics) V15 G4 AMN Thin and Light Laptop  (15.6 inch, Arctic Grey, 1.65 kg, With MS Office)",3.7,27 Ratings & 3 Reviews,"26,290","39,990",34% off,https://www.flipkart.com/lenovo-v15-amd-ryzen-3-quad-core-7th-gen-7320u-8-gb-512-gb-ssd-windows-11-home-1-graphics-g4-amn-thin-light-laptop/p/itm575eadcc5ae49?pid=COMH39ECM9GXRCKU&lid=LSTCOMH39ECM9GXRCKUNWEFDQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_25&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH39ECM9GXRCKU.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
fy5008TU,Thin and Light Laptop,Intel,Core i5,12th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,39.62 cm (15.6 inch),1920 x 1080 Pixel,"FHD (1920 x 1080), micro-edge, anti-glare, 250 nits, 45% NTSC",1.69 Kg,358 x 242 x 179 mm,1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors); 2 x USB Type-A 5Gbps signaling rate,1 x HDMI 1.4b,Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) Wi-Fi,Yes,"3-cell, 41 Wh Li-ion",Up to 7 hours and 30 minutes,HP True Vision 720p HD camera with temporal noise reduction,Yes,1 Year Carry-in Warranty,"HP 15s Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) fy5008TU Thin and Light Laptop  (15.6 inch, Natural Silver, 1.69 Kg)",4.3,"2,172 Ratings & 161 Reviews","43,999","58,175",24% off,https://www.flipkart.com/hp-15s-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-fy5008tu-thin-light-laptop/p/itm8d69b349edfda?pid=COMH8WHXHNUAMKV3&lid=LSTCOMH8WHXHNUAMKV3KL4LYG&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_26&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH8WHXHNUAMKV3.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
Aspire 3,Thin and Light Laptop,Intel,Celeron Dual Core,N/A,8 GB,DDR4,SSD,N/A,Intel Integrated UHD,29.46 cm (11.6 inch),1366 x 768 Pixels,N/A,1.0 kg,277.3 x 193.3 x 16.8 mm,"1 x Type C Port, 3 x USB 3.2 Port",1 x HDMI Port,802.11 a/b/g/n/ac Wireless LAN,v4.2,38 Wh Li-ion Battery,N/A,1280 x 720 Resolution/720p HD Video,No,1 Year Warranty,"Acer Aspire 3 Intel Celeron Dual Core - (8 GB/512 GB SSD/Windows 11 Home) A311-45 Thin and Light Laptop  (11.6 inch, Steel Grey, 1.0 kg)",3.8,333 Ratings & 55 Reviews,"19,990","35,999",44% off,https://www.flipkart.com/acer-aspire-3-intel-celeron-dual-core-8-gb-512-gb-ssd-windows-11-home-a311-45-thin-light-laptop/p/itmad38595c5a902?pid=COMH7NCZY2QDJ5Z4&lid=LSTCOMH7NCZY2QDJ5Z4RHDRWI&marketplace=FLIPKART&store=6bo%2Fb5g&spotlightTagId=TrendingId_6bo%2Fb5g&srno=b_2_27&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH7NCZY2QDJ5Z4.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
Vivobook 15,Thin and Light Laptop,Intel,Core i3,12th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated Integrated Intel® UHD Graphics,39.62 cm (15.6 Inch),1920 x 1080 pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",N/A,N/A,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",N/A,N/A,YES,N/A,UPTO 8 HRS,720p HD camera With privacy shutter,N/A,1-year warranty,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i3 12th Gen 1215U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ321WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, With MS Office)",4.3,"11,610 Ratings & 913 Reviews","32,990","54,990",40% off,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i3-12th-gen-1215u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj321ws-thin-light-laptop/p/itmbe5bbf6a5168b?pid=COMGT2ZXC24MFNFA&lid=LSTCOMGT2ZXC24MFNFAH8MFND&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_28&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMGT2ZXC24MFNFA.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
A324-53,Thin and Light Laptop,Intel,Core i5,13th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated UHD,35.56 cm (14 Inch),1920 x 1080 Pixel,Full HD,1.45 Kg,321.7 x 206.6 x 19.4 mm,"2 x USB 3.2 port, 1 x USB 2.0 port, 1 x Type-C port for PD Adapter",N/A,WIFI 6,v5.2,N/A,N/A,Video conferencing: 2M With Privacy Camera Shutter,N/A,1 Year Carry-in Warranty,"Acer Aspire 3 Intel Core i5 13th Gen 1334U - (16 GB/512 GB SSD/Windows 11 Home) A324-53 Thin and Light Laptop  (14 Inch, Steel Gray, 1.45 Kg)",4.3,40 Ratings & 2 Reviews,"41,990","66,999",37% off,https://www.flipkart.com/acer-aspire-3-intel-core-i5-13th-gen-1334u-16-gb-512-gb-ssd-windows-11-home-a324-53-thin-light-laptop/p/itm707770fddc7e9?pid=COMH4B6CGZKHKUV3&lid=LSTCOMH4B6CGZKHKUV37HVWQK&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_29&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH4B6CGZKHKUV3.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
250R G9 (2024),Business Laptop,Intel,Core i3,13th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated Intel UHD Graphics,39.62 cm (15.6 inch),1366 X 768 pixel,?1366 x 768 pixels,1.57 kg,357 x 235 x 18.9 mm,2 Super Speed USB Type-A 5Gbps signaling rate; 1 SuperSpeed USB Type-C® 5Gbps signaling rate; 1 RJ-45; 1 headphone/microphone combo; 1 HDMI 1.4b; 1 AC power,1 x HDMI 1.4b,"Wi-Fi 6, 802.11ax 2x2 Wi-Fi",v 5.1,3 Cell,UPTO 6 HRS,720p HD camera,No,1 YEAR BRAND WARRANTY,"HP 250R G9 Intel Core i3 13th Gen i3-1315U up to 4.5 GHz with Intel Turbo Boost - (16 GB/512 GB SSD/Windows 11 Pro) 250R G9 Business Laptop  (15.6 inch, Ash Grey, 1.57 kg, With MS Office)",4.1,12 Ratings & 3 Reviews,"32,799","54,999",40% off,https://www.flipkart.com/hp-250r-g9-intel-core-i3-13th-gen-i3-1315u-up-4-5-ghz-turbo-boost-16-gb-512-gb-ssd-windows-11-pro-business-laptop/p/itmff5abac6385ed?pid=COMH7GHCHSPNZVE3&lid=LSTCOMH7GHCHSPNZVE3NZAREQ&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_30&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH7GHCHSPNZVE3.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
X1504ZA-NJ540WS|X1504ZA-NJ542WS,Thin and Light Laptop,Intel,Core i5,12th Gen,16 GB,DDR4,SSD,N/A,Intel Integrated Integrated,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD 16:9 aspect ratio, LED Backlit, Refresh rate: 60Hz, Brightness: 250nits, Color gamut: 45% NTSC color gamut, Glare: Anti-glare display, TÜV Rheinland-certified: Screen-to-body ratio: 84%",1.70 Kg,359.7 x 232.5 x 17.9mm,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A, 1 x DC-in",1 x HDMI 1.4,Wi-Fi 6E(802.11ax) (Dual band) 1 x 1,v5.3,3 Cell,N/A,720p HD camera With privacy shutter,Yes,1 Year Onsite Warranty,"ASUS Vivobook 15, with Backlit Keyboard, Intel Core i5 12th Gen 1235U - (16 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ540WS|X1504ZA-NJ542WS Thin and Light Laptop  (15.6 Inch, Cool Silver, 1.70 Kg, With MS Office)",4.2,"7,225 Ratings & 400 Reviews","48,990","66,990",26% off,https://www.flipkart.com/asus-vivobook-15-backlit-keyboard-intel-core-i5-12th-gen-1235u-16-gb-512-gb-ssd-windows-11-home-x1504za-nj540ws-x1504za-nj542ws-thin-light-laptop/p/itm200184e4e0443?pid=COMHYG8ZSP9DC2GZ&lid=LSTCOMHYG8ZSP9DC2GZECEZQA&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_31&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMHYG8ZSP9DC2GZ.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
K5504VAB-BN417WS,Thin and Light Laptop,Intel,Core i9,13th Gen,16 GB,LPDDR5,SSD,N/A,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 300nits, 100% sRGB color gamut, Anti-glare display",1.70 Kg,359.3 x 229.4 x 17.9 mm,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A",N/A,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.3,N/A,N/A,1080p FHD camera With privacy shutter,N/A,1 Year Onsite Warranty,"ASUS Vivobook S 15 Intel Core i9 13th Gen 13900H - (16 GB/512 GB SSD/Windows 11 Home) K5504VAB-BN417WS Thin and Light Laptop  (15.6 Inch, Midnight Black, 1.70 Kg, With MS Office)",4.5,78 Ratings & 8 Reviews,"83,990","1,10,990",24% off,https://www.flipkart.com/asus-vivobook-s-15-intel-core-i9-13th-gen-13900h-16-gb-512-gb-ssd-windows-11-home-k5504vab-bn417ws-thin-light-laptop/p/itm0eb223e3c7544?pid=COMH3J9YUEFZSCF5&lid=LSTCOMH3J9YUEFZSCF5I3MRSV&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_32&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH3J9YUEFZSCF5.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
E1504FA-LK323WS,Thin and Light Laptop,AMD,Ryzen 3 Quad Core,N/A,8 GB,LPDDR5,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"FHD (1920 x 1080) OLED 16:9 aspect ratio, Glossy display, 0.2ms response time, 600nits HDR peak Brightness, 100% DCI-P3 color gamut, VESA CERTIFIED Display HDR True Black 500, 1.07 billion Color depth, PANTONE Validated, 70% less harmful blue light, TUV Rheinland-certified, 84 % Screen-to-body ratio",1.63 Kg,360.3 x 232.5 x 17.9 mm,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-A, 1 x USB 3.2 Gen 1 Type-C",N/A,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.0,N/A,N/A,720p HD camera With privacy shutter,N/A,1 Year Onsite Warranty,"ASUS Vivobook Go 15 OLED AMD Ryzen 3 Quad Core 7320U - (8 GB/512 GB SSD/Windows 11 Home) E1504FA-LK323WS Thin and Light Laptop  (15.6 Inch, Green Grey, 1.63 Kg, With MS Office)",4.4,"3,408 Ratings & 364 Reviews","39,990","61,990",35% off,https://www.flipkart.com/asus-vivobook-go-15-oled-amd-ryzen-3-quad-core-7320u-8-gb-512-gb-ssd-windows-11-home-e1504fa-lk323ws-thin-light-laptop/p/itm3de88f71e558b?pid=COMGMGXFGF7ZTKHF&lid=LSTCOMGMGXFGF7ZTKHFBG8NVU&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_33&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMGMGXFGF7ZTKHF.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
15-fc0156AU,Thin and Light Laptop,AMD,Ryzen 5 Quad Core,N/A,16 GB,LPDDR5,SSD,N/A,AMD Radeon AMD,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, micro-edge, anti-glare, 250 nits, 45% NTSC",1.59 Kg,359.8 x 236 x 18.6 mm,"1 x USB Type-C 5Gbps signaling rate (supports data transfer only and does not support charging or external monitors), 2 x USB Type-A 5Gbps signaling rate",N/A,Realtek Wi-Fi 6 (1x1),v5.3,N/A,N/A,HP True Vision 1080p FHD camera,N/A,1 Year Onsite Warranty,"HP AMD Ryzen 5 Quad Core 7520U - (16 GB/512 GB SSD/Windows 11 Home) 15-fc0156AU Thin and Light Laptop  (15.6 Inch, Natural Silver, 1.59 Kg)",3.8,12 Ratings & 0 Reviews,"42,490","56,831",25% off,https://www.flipkart.com/hp-amd-ryzen-5-quad-core-7520u-16-gb-512-gb-ssd-windows-11-home-15-fc0156au-thin-light-laptop/p/itm84a68fe7b6015?pid=COMH4N76ZS7U93JE&lid=LSTCOMH4N76ZS7U93JEON3TMR&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_34&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH4N76ZS7U93JE.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
X1504ZA-NJ521WS|X1504ZA-NJ520WS|X1504ZA-NJ528WS,Thin and Light Laptop,Intel,Core i5,12th Gen,8 GB,DDR4,SSD,N/A,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,"Full HD, 16:9 aspect ratio, LED Backlit, 60Hz refresh rate, 250nits, 45% NTSC color gamut, Anti-glare display",1.7 Kg,359.7 x 232.5 x 17.9 mm,"1 x USB 2.0 Type-A, 1 x USB 3.2 Gen 1 Type-C, 2 x USB 3.2 Gen 1 Type-A",1 x HDMI 1.4,Wi-Fi 6E(802.11ax) (Dual band) 1*1,v5.3,3 cell,N/A,720p HD camera With privacy shutter,Yes,1 Year Onsite Warranty,"ASUS Vivobook 15 Intel Core i5 12th Gen 1235U - (8 GB/512 GB SSD/Windows 11 Home) X1504ZA-NJ521WS|X1504ZA-NJ520WS|X1504ZA-NJ528WS Thin and Light Laptop  (15.6 Inch, Quiet Blue, 1.7 Kg, With MS Office)",4.2,"7,225 Ratings & 400 Reviews","42,990","69,990",38% off,https://www.flipkart.com/asus-vivobook-15-intel-core-i5-12th-gen-1235u-8-gb-512-gb-ssd-windows-11-home-x1504za-nj521ws-x1504za-nj520ws-x1504za-nj528ws-thin-light-laptop/p/itmff0e170cb596e?pid=COMHYWSWMFQQBCG3&lid=LSTCOMHYWSWMFQQBCG3ZA9JEY&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_35&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMHYWSWMFQQBCG3.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
K3605ZF-RP458WS,Creator Laptop,Intel,Core i5,12th Gen,16 GB,DDR4,SSD,N/A,NVIDIA GeForce RTX 2050,40.64 cm (16 Inch),1920 x 1200 Pixel,WUXGA (1920 x 1200) 16:10 aspect ratio 144Hz refresh rate 300nits 45% NTSC color gamut,1.8 Kg,358.6 x 249.1 x 189 mm,"1 x USB 3.2 Gen 1 Type-C with support for power delivery (data speed up to 5Gbps), 2 x USB 3.2 Gen 1 Type-A (data speed up to 5Gbps)",1 x HDMI 2.1 TMDS,Wi-Fi 6E(802.11ax) (Dual band) 2*2,v5.3,3-cell Li-ion,N/A,720p HD camera With privacy shutter,Yes,1 Year Onsite Warranty,"ASUS Vivobook 16X (2025) for Creator with Office 2024 + M365 Basic, Intel Core i5 12th Gen 12500H - (16 GB/512 GB SSD/Windows 11 Home/4 GB Graphics/NVIDIA GeForce RTX 2050/144 Hz) K3605ZF-RP458WS Creator Laptop  (16 Inch, Cool Silver, 1.8 Kg, With MS Office)",4.2,585 Ratings & 66 Reviews,"59,990","77,990",23% off,https://www.flipkart.com/asus-vivobook-16x-2025-creator-office-2024-m365-basic-intel-core-i5-12th-gen-12500h-16-gb-512-gb-ssd-windows-11-home-4-graphics-nvidia-geforce-rtx-2050-144-hz-k3605zf-rp458ws-laptop/p/itm9fd372e93edc4?pid=COMH9499HWBEGX5H&lid=LSTCOMH9499HWBEGX5HFBY5UM&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_36&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH9499HWBEGX5H.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
NP750XGJ-KG3IN / NP750XGJ-LG3IN,Thin and Light Laptop,Intel,Core i7,13th Gen,16 GB,LPDDR4X,SSD,N/A,Intel Integrated Iris Xe,39.62 cm (15.6 Inch),1920 x 1080 Pixel,Full HD LCD Display,1.55 Kg,356.6 x 15.4 x 229.15mm,"Yes, 2 x USB Type C, 2 x USB 3.2 Type A","Yes, 1 x HDMI",802.11ax,v5.2,4 Cell Lithium Ion Battery,N/A,"Yes, 1 Megapixel",N/A,1 Year Manufacturer Warranty for Laptop and 6 Months for In-Box Accessories,"SAMSUNG Galaxy Book4 Metal Intel Core i7 13th Gen 1355U - (16 GB/512 GB SSD/Windows 11 Home) NP750XGJ-KG3IN / NP750XGJ-LG3IN Thin and Light Laptop  (15.6 Inch, Gray, 1.55 Kg, With MS Office)",4.4,"1,714 Ratings & 113 Reviews","66,990","89,689",25% off,https://www.flipkart.com/samsung-galaxy-book4-metal-intel-core-i7-13th-gen-1355u-16-gb-512-gb-ssd-windows-11-home-np750xgj-kg3in-np750xgj-lg3in-thin-light-laptop/p/itm820dc496ef160?pid=COMGZUYDYPUZAAXD&lid=LSTCOMGZUYDYPUZAAXDBMAOEF&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_37&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMGZUYDYPUZAAXD.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
SFG14-01,Thin and Light Laptop,Snapdragon,X Plus,N/A,16 GB,LPDDR5X,SSD,N/A,Qualcomm Adreno,36.83 cm (14.5 Inch),1920 x 1200 pixel,WUXGA,1.32 Kg,322.6 x 225.95 x 17.95 mm,"1 x USB 3.2 Gen 1 port with power-off charging, 1 x USB 3.2 port, 1 x USB Type-C port with DC-in",N/A,Wi-Fi 7 Wireless LAN,Yes,N/A,N/A,"Video conferencing: UFC with Double T-Type MIPI QHD camera, Compatible with Windows only, 1920 x 1200 resolution, 1440p QHD video at 30 fps with Temporal Noise Reduction.",N/A,1 Year Carry-in Warranty,"Acer Swift Go 14 Snapdragon X Plus - (16 GB/512 GB SSD/Windows 11 Home) SFG14-01-X9C8 Thin and Light Laptop  (14.5 Inch, Steel Gray, 1.32 Kg, With MS Office)",4.4,70 Ratings & 17 Reviews,"54,990","1,08,799",49% off,https://www.flipkart.com/acer-swift-go-14-snapdragon-x-plus-16-gb-512-gb-ssd-windows-11-home-sfg14-01-x9c8-thin-light-laptop/p/itmd59652b059190?pid=COMH6ZKTTGFFBJZA&lid=LSTCOMH6ZKTTGFFBJZAQWS389&marketplace=FLIPKART&store=6bo%2Fb5g&srno=b_2_38&otracker=browse&fm=organic&iid=fda63748-9180-4a18-bf43-fa2d7053f08f.COMH6ZKTTGFFBJZA.SEARCH&ppt=sp&ppn=sp&ssid=j91v0e2nls0000001741522341602
